Id,Title,Company,Location,Description,Search_City,Link
162,Data Analyst,Angaza,"San Francisco, CA","Company Description
Angaza is a venture-backed company that is tackling global energy poverty by enabling financing of solar power for off-grid consumers. We have developed a mix of hardware and software solutions for some of the most demanding and dynamic markets in the world. We are for-profit, based in San Francisco, California and Nairobi, Kenya, and focused on aiming market forces at the linked challenges of climate change and global development.

Role Summary
The Data Analyst will be primarily responsible for all Sales, Marketing, and Customer Success Analytics at Angaza. You will help us use data intelligently to focus internal priorities, drive business decisions, and benefit our global customer base. Your responsibilities will range from constructing efficient schemas for use in our visualization tools, to working directly with key customers to create custom BI dashboards, to building internally-facing decision science products.

Outcomes

Marketing, Customer Success, and Sales teams are empowered with: * Analysis of campaign performance, conversion rate, and other key performance indicators
Accurate, precise forecasts on which to base compensation targets
Rich analytical data models with clear Data Dictionary entries for self-service analytics
Relevant data sources (CRM tool, ERP models, Marketing expenditures, Forecast results) are effectively integrated into the wider Angaza BI Ecosystem.
Significant trends are identified and surfaced in high-impact BI features for both internal and customer audiences.
The social and environmental impact of internal decisions is measured to ensure we are living our core values.

Competencies

Advanced SQL skills
Ability to design an efficient data model for use within modern BI tools
Familiarity with modern CRM tools from an analyst/administrator perspective
Demonstrated ability to design and build rich data visualizations
Competency with one or more programming languages for data manipulation and analysis
Understanding of applied statistics and experimental design in a business context

Successful Candidates Will...

Thrive in a cooperative environment
Exhibit a strong tendency towards self-management
Enjoy balancing multiple projects simultaneously
Be comfortable with a role that is both internal- and external-facing, including occasional direct engagement with key customers
Get excited about beautifully presented graphs and reports to communicate complex information in a straightforward way
Have strong quantitative, problem-solving, and project management skills
Demonstrate excellent written and verbal communication skills
Pride themselves on attention to detail
Thrive in fast-paced, dynamic work environments
Exemplify Angaza’s key values: impact-driven, empathetic, courageous, trustworthy, curious, and collaborative

Recommended Experience

BA/BS in business, statistics, computer science, or related field; graduate degree a plus
2+ years of experience, preferably in a data analytics position
Experience working closely with Sales and/or Marketing teams at a growing organization

Benefits

Medical, dental, vision
Covered commute costs
401(k) with company match
Snacks and drinks
Parental leave
Flexible scheduling and time off policies
Knowledge that you’re making a positive impact on the world every day you come to work!

Note that applicants must send a resume and cover letter to be considered. Due to application volume, we will only be able to follow up with the most promising candidates.

Thank you — we appreciate your consideration.",San Francisco,http://www.indeed.com//rc/clk?jk=84c5f416a18d4da4&fccid=fc77ea9b34d81ee3&vjs=3
163,Data Analyst,LimeBike,"San Mateo, CA","Lime is a smart-mobility provider that offers cities an array of mobility products including Lime-E e-assist bicycles and Lime-S electric scooters. Lime aims to revolutionize mobility in cities and campuses by empowering residents with cleaner, more efficient, and affordable transportation options that improve urban sustainability.
We are looking for a Data Analyst to join our operation team. You will drive strategic insights and detailed analytics decisions related to scaling and optimizing the whole operation process. You should have strong analytical skills, excellent time-management capabilities and the ability to work under stress.

Responsibilities
Work closely with field team across different cities/states to identify and implement analytics that drives efficiency and improves operations
Research, analyze large scale operation data to optimize bike-sharing implementation and daily operation
Ensure optimal distribution and rebalancing of bike fleet in different markets
Requirements
Bachelor degree in Economics, Business, Statistics, Operations Management or other related field
4+ years working experience of data analysis, operation management, etc.
Excellent SQL experience required
Knowledge of GIS databases preferred
Banking and other financial analytics experience preferred
Ability to multi-task, act with a sense of urgency and be flexible in handling changing priorities
Works well in a dynamic environment
Good people skills, both verbal and written
What We Offer
Opportunity to revolutionize transportation in your hometown with the leader in urban mobility solutions
A position that offers a variety of career and resume building experiences with the fastest growing startup of 2018
Scale with a rapidly growing organization, with tons of opportunity for growth
Play a role in the transformation of urban mobility and sustainability
Work with a team of fun and motivated people
Competitive salary and benefits
We here at Lime strive to build a workforce comprised of individuals with diverse backgrounds, abilities, minds, and identities that will help us to grow, not only as a company, but also as individuals. Lime is an Equal Opportunity Employer.",San Francisco,http://www.indeed.com//rc/clk?jk=ad58f542a7498149&fccid=39575763eb890563&vjs=3
164,Product Data Analyst,The Climate Corporation,"San Francisco, CA","Position Overview:
The Climate Corporation’s mission is to help the world’s farmers sustainably increase their productivity with digital tools. The Data and Analytics team is focused on creating competitive advantage for Climate and our customers through novel data infrastructure, metrics, insights and data services. We are a small but rapidly growing analysis and engineering team that builds and leverages state-of-the-art analytics systems. Our work informs decisions and direction for our business, while also impacting our products.
Data Analysts are part of a core team that drives strategic decision making throughout the company. As a member of the team, your primary responsibility will be to work with department leaders to derive insights that improve business performance. This includes exploratory analysis of large data sets, metrics identification and report creation, and development and maintenance of analytic systems. This role will broadly influence the company’s products, operational effectiveness and elevate the role of data as an asset to the business. We are looking for a candidate with a passion for data analysis and impact who has a demonstrated knowledge of SQL and strong communication and teamwork skills.
What You Will Do:
Partner with other departments to solve problems and identify trends and opportunities
Lead cross functional teams and be a catalyst for data driven decision making
Perform detailed data exploration and validation from a variety of sources
Build reports, dashboards, and metrics to monitor the performance of our company
Develop new insights and analyses that inform decisions and help us continue to delight the people using our platform
Actively maintain the integrity and performance of analytics systems
Provide advice and education in the usage and interpretation of data to the business users.
Data mining, statistical analysis and visualization of data to help understand how growers are interacting with our FieldView product
Effectively present your findings to product partners and senior management
Basic Qualifications:
BA/BS, MA/MS/MBA with a focus on business, economics, statistics, math, physics, or related quantitative discipline.
3+ years of relevant experience
Expert in SQL: experience querying large, complex data sets to understand at a granular level what’s happening in the business
Proficiency with reporting tools like Looker, Tableau, Periscope, Microstrategy etc.
Preferred Qualifications:
Experience working as an analyst in a product, marketing or sales organization.
Strong background in statistics is a plus (experience with R, Python, SAS, SPSS, Stata or similar)
Familiarity with a high-level programming language.
Ability to execute research projects, and generate practical results and recommendations.
Enjoy working in both individual and team settings.
Passion for data analysis.
Excellent communication and collaborative skills.
What We Offer:
Our teams are composed of industry experts, top scientists, and talented engineers. The environment is extremely engaging and fast-paced, with dozens of specialties coming together to provide the best possible products and experiences for our customers.
We provide competitive salaries and some of the best perks in the industry, including:
Superb medical, dental, vision, life, disability benefits, and a 401k matching program
A stocked kitchen with a large assortment of snacks & drinks to get you through the day
Encouragement to get out of the office and into the field with agents and farmers to see first-hand how our products are being used
We take part and offer various workshops, conferences, meet-up groups, tech-talks, and hackathons to encourage participation and growth in both community involvement and career development
We also hinge our cultural DNA on these five values:
Inspire one another
Innovate in all we do
Leave a mark on the world
Find the possible in the impossible
Be direct and transparent
Learn more about our team and our mission:
The Climate Corporation - The Technology Behind Making A Difference
https://youtu.be/c5TgbpE9UBI or visit https://climate.com/careers

#LI-PP1",San Francisco,http://www.indeed.com//rc/clk?jk=f98368844ee8c791&fccid=5527fa86119a4ea6&vjs=3
165,Business Intelligence / Data Analyst,JUUL Labs,"San Francisco, CA","THE COMPANY:
JUUL's mission is to improve the lives of the world’s one billion adult smokers by driving innovation to eliminate cigarettes. JUUL is the number one US-based independent e-cigarette, selling over four million JUULpods per month. Headquartered in San Francisco and backed by leading technology investors including Tiger Global, Fidelity Investments and Tao Invest LLC, JUUL Labs is disrupting one of the world’s largest and oldest industries.

We’re an exceptional team with backgrounds in technology, healthcare and biotech, and we’re growing rapidly to deliver on our mission. We’re actively looking to hire the world’s best scientists, engineers, designers, product managers, supply chain experts, customer service and business professionals.

ROLE AND RESPONSIBILITIES:
The Business Intelligence / Data Analyst will be responsible for performing complex financial and operational analysis to support the Supply Chain Organization in meeting strategic business objectives. This position will report to the Director of Strategic Sourcing within the Supply Chain Organization.


Identify cost reduction opportunities primarily focused on product cost but also other areas of the company.
Build and maintain a cost database for all products.
Establish should-cost models and provide recommended cost positions to support supplier negotiations.
Track and evaluate cost reduction goals and metrics.
Develop capital investment models and perform ROI analysis.
Develop cost review presentations and present to Supply Chain team members and Executive Management.
Participate in cost reviews with management, internal teams, and supplier representatives.
During NPI phase, the Business Intelligence / Data Analyst will work with Engineering and Marketing teams to model cost feature/trade-offs and estimate fully loaded COGS.
General strategic planning support for the Supply Chain Organization.

PERSONAL AND PROFESSIONAL QUALIFICATIONS:

BS degree in financial or technical field.
5+ years of experience in analytical role at a top tier organization including: strategy consulting (eg - McKinsey, BCG, Bain) , investment banking (Goldman Sachs) or hardware manufacturing (eg - Cisco, Apple, Amazon).
Previous experience in Cost Modeling.
Excellent oral and written communication skills.
Strong analytical skills.
Strong attention to detail.
Mastery of Microsoft Office products (Word, Excel, PowerPoint) and/or corresponding Google Docs.
Ability to develop compelling presentations, including data synthesis.
Ability to work in a fast paced environment.
Ability to work with all levels of the organization.

JUUL LABS PERKS & BENEFITS:

A place to grow your career. We’ll help you set big goals - and exceed them
People. Work with talented, committed and supportive teammates
Equity and performance bonuses. Every employee is a stakeholder in our success
Boundless snacks and drinks
Cell phone subsidy, commuter benefits and discounts on JUUL products
Excellent medical, dental and vision benefits
Location. Work in the heart of San Francisco, one of the world’s greatest cities

Vapor, JUUL, Work Culture, Fast Paced, Start-up, Growth, Vape, Technology, Software, Hardware, Consumer Electronics, Manufacturing, Design, Product, Disruptive, Revolutionary, Cutting Edge, App, Android, eCommerce, B2C, San Francisco, Bay Area, IoT, San Jose, Los Angeles
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",San Francisco,http://www.indeed.com//rc/clk?jk=5b9080267e6f97b9&fccid=6e0a19936820440f&vjs=3
166,"Business Analyst, Merchant Policy",Wish,"San Francisco, CA","Wish is looking for an experienced Business Analyst to support our Merchant Compliance team. The role entails driving business analytics insights to inform customer strategy, logistics framework, automation and enable senior leadership to make effective, analytically driven decisions. The Business Analyst will work cross-functionally with other teams to build models and dashboards to understand trends.

The ideal candidate is passionate about Wish and e-commerce, has a strong analytical and consultative mindset, deep understanding of databases and data visualization, the ability to thrive in a dynamic, fast-paced environment delivering against tight deadlines, and a passion for scaling operations through automation.
What you'll do:
Conduct insightful analysis using internal and external data (e.g. customer, user, revenue, product, market, industry) to derive insights that will drive business decisions
Work effectively with cross-functional teams globally, assimilating requirements, driving results in the form of data insights and building strategic partnerships
Support the Merchant Compliance Team with setting goals/KPIs, key planning, and operational asks
Conceptualize and build centralized tools (including dashboards) that the Merchant Compliance team can use to extract data/insights for daily business management in an automated manner
Who you are:
Bachelor's or Master’s degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Finance or Statistics)
3+ years of work experience in data analytics
Advanced Excel skills and proficiency in SQL
Proficiency in using statistical tools such as R, SAS, SPSS etc.
Working knowledge of data visualization tools such as Tableau, Micro Strategy etc.
General programming skills are a plus",San Francisco,http://www.indeed.com//rc/clk?jk=2ac42401a800fa94&fccid=617690ce838507f3&vjs=3
167,SQL Data Analyst,Argus,"San Francisco, CA 94105","LCI is an industry leader at analytical and technological services to the financial industry. Founded over 25 years ago, we handle over 1.3 billion accounts a year for the world's leading lenders, servicers, and debt buyers. We specialize in solutions for bankruptcy, at-risk consumer behavior, and the financial account life cycle. Our unique high-tech approach allows us to build software and services that are more cost-effective, and provide higher returns, than others in our industry.

Lifestyle at LCI:
LCI has an innovative, entrepreneurial structure, with great opportunities as a rapidly growing company.

About the job:
You will be leading and executing high impact project. You will be working with the largest bankruptcy database nationwide and present findings to senior management.

You will join the Data Quality Assurance team and ensure the success of the company by assisting in the delivery of our products and services to our clients, through the operational processing of various systems.

You may be working closely with project leaders, clients, and other business stakeholders. You may manage/participate in multiple projects requiring coordination with other teams.

What we're looking for:
0 to 2 years of data analysis experience, preferably leveraging MS SQL Server

Entry-level knowledge of MS SQL Server (SSMS, SSIS, and SSRS), SQL/Transact-SQL, and data analysis.

Advanced Excel and PowerPoint: VBA would be a plus.

Experience in manipulating data, extracting desired information and experience in presenting data to senior management

Self-motivated and able to manage multiple projects simultaneously

Strong organization skills, attention to details and ability to multi-task

Strong analytical and problem solving skills

Strong written and verbal communication

Creative and out of the box thinking

Knowledge of legal Documents would be a plus

Full time position:
Monday to Friday (9:00 am - 5:00 pm)

§ 0-2 years of data analysis experience, preferably leveraging MS SQL Server

§ Entry-level knowledge of MS SQL Server (SSMS, SSIS, and SSRS), SQL/Transact-SQL, and data analysis.

§ Advanced Excel and PowerPoint: VBA would be a plus.

§ Experience in manipulating data, extracting desired information and experience in presenting data to senior management

§ Self-motivated and able to manage multiple projects simultaneously

§ Strong organization skills, attention to details and ability to multi-task

§ Strong analytical and problem solving skills

§ Strong written and verbal communication

§ Creative and out of the box thinking

§ Knowledge of legal Documents would be a plus",San Francisco,http://www.indeed.com//rc/clk?jk=7e7fbc0ab6eabee2&fccid=967f96569bbc9f66&vjs=3
168,Data Analyst,"Faneuil, Inc.","Oakland, CA","The Data Analyst plays a pivotal role in collecting and disseminating traffic and transit emergency and non-emergency information assisting in congestion management in the San Francisco Bay Area along with Santa Cruz and San Joaquin County. The timeliness and quality of the information is key in this role as thousands of travelers depend on this information. The operator shall utilize software (Traffic and Transit Reporting and Management System (TRAMS) to disseminate information on multiple dissemination channels inclusive of web portal, phone, social media and dynamic message signs.
This position pays $22 per hour. There are 2 shifts: 5:30 am - 1:30 pm and 12:30 pm - 8:30 pm. You must have the flexibility to work either shift.
This opportunity would be a great fit for someone who is data/quality centric and thrives in a fast-paced environment. Position works on a shift basis, and the hours may vary; and staff availability during emergencies is an important consideration for this position.
The Customer Service Liaison is responsible for collecting, monitoring and posting of the traffic and transit information. The traffic incident information from California Highway Patrol CAD and Lane Closure System automatically gets logged into the Traffic and Transit Reporting and Management System (TRAMS), the Operator is responsible to ensure the incident details are readable and can be understood by the travelers. Transit Incident Information is received from a variety of media including e-mails, tweets and other sources, and is entered into the system for dissemination on both the phone and web. Other duties include detecting scheduled and unscheduled traffic/transit and incident management events, congestion and travel time imbalances in the geographical coverage area with monitoring and/or surveillance systems.
Obtain and post incident status information to and from multiple agencies
Monitor traffic/transit status, construction information, scheduled events and active events
Produce daily shift, equipment malfunction, activity and phone logs
Periodic system checks of the dissemination channels and the information being disseminated
Support during the emergencies
Participate in the regular operations training
ADA Compliance
Minimum Requirements


High School Diploma or GED (Technical/Associates degree preferred) with 2 to 3 years of relevant experience in a dispatch or call center environment
Experience with Emergency Road Service operations is highly desirable
Good knowledge of the highways and transit agencies of the San Francisco Bay Area
Ability to read, comprehend and follow Standard Operating Procedures
Excellent interpersonal and communication skills
Excellent data entry and writing skills
Attention to details and work quality is required
Ability to work in a team environment
Ability to multi-task
Ability to work alternate work schedules and on-call duties
Skilled in the use of Windows based applications, preferred Firefox web browser and web mail
Traveling from San Francisco to Oakland only as needed
Physical Ability
Automated voice response recording - ability to speak clearly – enunciating words clearly for mass communication (clear and succinct manner)
Regular use of the telephone and e-mail for communication is essential in order to respond to customers and process customer transactions and related services.
Per client’s discretion position may require extended hours on short notice. This position requires repetitive motion.
Prolonged sitting is essential to perform duties of the position. Hearing and vision within normal ranges is essential for normal conversations, to receive ordinary information and to prepare or inspect documents. Good eyesight to view video monitor, desktop, and wall mounted screens.
No heavy lifting is expected. Exertion of up to 25 lbs. of force occasionally may be required. Good manual dexterity in the use of common office equipment such as computer terminals, calculator, copiers, and FAX machines in order to respond to customers by telephone and process all customer transactions and related services.
Sensory Requirements
Some tasks require oral communications ability and visual perception and discrimination.
Environmental Factors
The job is performed indoors in a traditional office setting. Activities include prolonged periods of sitting and extensive work at a computer monitor and/or calculator/keyboard.
For consideration, please respond immediately. Only qualified candidates will receive consideration for this position.
Faneuil, Inc. is an Equal Opportunity Employer. In compliance with the Americans with Disabilities Act, Faneuil, Inc. will provide reasonable accommodation(s) to qualified individuals with disabilities and encourages both prospective and current employees to discuss potential accommodations with the employer.",San Francisco,http://www.indeed.com//rc/clk?jk=cb7c05c0b381741e&fccid=f6bfeb5e457285c5&vjs=3
169,Big Data Technical Analyst,Federal Reserve Bank of San Francisco,"San Francisco, CA","Big Data Technical Analyst-254052
Federal Reserve Bank of San Francisco
Primary Location CA-San Francisco
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 10 % of the Time
Shift Day Job
Work Hours 40
Job Sensitivity Tier II - No Credit Check
The Federal Reserve Bank of San Francisco’s Information Technology department has an immediate opening for a Big Data Technical Analyst within the Advanced Data and Analytics Capabilities organization

General Summary:

As a Technical Analyst within the Big Data team you will contribute to high quality technology solutions that address business needs by developing applications for the customer business lines and providing production support. You will contribute to the development and ongoing maintenance of a number of strategic software applications. The ability to communicate effectively is required as you will work closely with other groups, including development and testing efforts of your assigned application components to ensure the successful delivery of the project.

The SF ITS Big Data group manages and develops solutions for various business lines in the system. They employ cutting edge technologies that are part of the Hadoop ecosystem, which includes tools used for data integration, data modeling, and data analytics. The unit works with other with various business lines and also partners closely with National IT and IT groups from other districts. You will have an opportunity to employ their critical thinking and technical skills across many disciplines.

Essential Duties and Responsibilities:

Provide operational and production support on Big Data applications
Provide technical troubleshooting on complex Data applications
Create runbook and troubleshooting guide for different types of workflows in the Big Data environment
Create change management packages and implementation plans for migration to different environments
Develop and maintain code on common utilities in Big Data environments
Automate execution of batch applications
Assist in technical writing on Big Data components
Assist in upgrades of Big Data environments
Document business use cases, workflows and run books for a Big Data solution
Performs administrative functions including security liaison functions with Information Security, NIRT, OSS Compliance etc.
Be open to cross-training and assignments with other division groups
Assist in other administrative functions like managing TCS contracts, compliance reports on access, technical onboarding of new resources.
Required Qualifications:

Undergraduate degree in computer science, MIS, engineering, statistics, or related field
Passion for technology and data
Critical thinker and problem solver
Self-starter
Strong quantitative and analytical skills
Strong attention to detail
Must be very comfortable programing and scripting on UNIX / Linux. (IE Python or Bash)
Experience with Cron, CTRL M, and scheduling of batch jobs
Experience with workflow processing on the Hadoop ecosystem including Oozie etc.
Ability to communicate effectively (both verbal and written) and work in a team environment
Ability to balance multiple assignments and shift gears when new priorities arise
Experience performing 24 by 7 Production Support on applications
Familiar with Agile methodologies
Ability to learn and document an existing system.
Strong data analysis skills - demonstrated ability to research data lineage and manage source-to-target mappings, audit for accuracy
Must be able to work with little or no supervision and have the ability to learn.

Complexity:

Works on complex issues where analysis of situations and data requires an in-depth evaluation of variable factors
Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results
Supervision:

Acts independently to determine methods and procedures on new assignments, and may provide work direction to others
Works under minimal supervision
Minimum Education/Training/Certification:

Bachelor's degree, Master's degree preferred specializing in business, Information management, or equivalent combination of education and experience",San Francisco,http://www.indeed.com//rc/clk?jk=4ecb34ce737c95f3&fccid=930b1e7129637954&vjs=3
170,Data Scientist,Johnson & Johnson Family of Companies,"San Francisco, CA","BabyCenter, the #1 digital resource for new and expectant parents, is looking for a Data Scientist at our San Francisco headquarters, who can help create a better experience for our users, in order to achieve our goal of improving maternal health worldwide. The data scientist will work within a data team that includes data engineers, architects, and database administrators. The environment is dynamic, with lots of room for a Data Scientist with initiative.

BabyCenter is the world's partner in parenting. The #1 pregnancy and parenting digital destination, BabyCenter reaches more than 51 million moms and dads in every corner of the globe through its 11 owned and operated properties in nine different languages.

In the United States, 8 in 10 new and expectant moms online use BabyCenter each month. BabyCenter provides parents with trusted information, advice from peers, and support that's Remarkably Right® at every stage of their child's development. Products include websites, mobile apps, online communities, email series, social programs, print publications, and public health initiatives.

BabyCenter leverages its industry-leading audience engagement to provide unparalleled insights and innovative marketing solutions to the world's top brands, retailers, and institutions. BabyCenter is also committed to improving maternal health globally and, through its Mission Motherhood™ campaign, works closely with nonprofits, NGOs, and governments to help make motherhood safer for all women.

BabyCenter LLC is a member of the Johnson & Johnson family of companies. Visit BabyCenter on Facebook, Pinterest, Instagram, and LinkedIn, or follow @BabyCenter and @MomInsights on Twitter.

BabyCenter does not discriminate against any employee or applicant for employment on the basis of race, religion, creed, color, national origin, citizenship, marital status, sex, age, sexual orientation, veteran status, political ideology, or ancestry; the presence of any physical, sensory, or mental disabilities; or other legally protected status.

Responsibilities Taking ownership of model development Exploring new datasets to understand feasibility of new use cases Developing proofs of concept and prototypes Staying up to date on modeling tools and techniques Writing production code, such as in data processing pipelines and predictive services Managing a data science backlog in collaboration with product management Presenting insights and collecting feedback from stakeholders Supporting A/B testing by providing guidelines and best practices

Our environment OS X and Linux MySQL Python: scikit-learn, NumPy, SciPy, Jupyter, gensim, Apache Airflow AWS: EC2, S3, Redshift Docker Stash, JIRA

Qualifications
 Minimum of a Bachelor’s degree is required. Master’s or Ph.D. is preferred. Knowledge of machine learning, including classification, regression, collaborative filtering recommenders, and NLP pipelines is required. Experience with statistics, such as evaluating A/B tests is required. Experience writing production code is required. Familiarity with Python and scikit-learn is required. Fluency in SQL is required. Experience with one or more of the following spaCy, gensim, Apache Airflow, AWS, Docker, and Git is preferred.

Primary Location
United States-California-San Francisco
Organization
BabyCenter, LLC (6009)
Job Function
Database
Requisition ID
1343180514",San Francisco,http://www.indeed.com//rc/clk?jk=5b7ebcfd2af5352b&fccid=0bed8e17bc113980&vjs=3
171,Business Intelligence / Data Analyst,JUUL Labs,"San Francisco, CA","THE COMPANY:
JUUL's mission is to improve the lives of the world’s one billion adult smokers by driving innovation to eliminate cigarettes. JUUL is the number one US-based independent e-cigarette, selling over four million JUULpods per month. Headquartered in San Francisco and backed by leading technology investors including Tiger Global, Fidelity Investments and Tao Invest LLC, JUUL Labs is disrupting one of the world’s largest and oldest industries.

We’re an exceptional team with backgrounds in technology, healthcare and biotech, and we’re growing rapidly to deliver on our mission. We’re actively looking to hire the world’s best scientists, engineers, designers, product managers, supply chain experts, customer service and business professionals.

ROLE AND RESPONSIBILITIES:
The Business Intelligence / Data Analyst will be responsible for performing complex financial and operational analysis to support the Supply Chain Organization in meeting strategic business objectives. This position will report to the Director of Strategic Sourcing within the Supply Chain Organization.


Identify cost reduction opportunities primarily focused on product cost but also other areas of the company.
Build and maintain a cost database for all products.
Establish should-cost models and provide recommended cost positions to support supplier negotiations.
Track and evaluate cost reduction goals and metrics.
Develop capital investment models and perform ROI analysis.
Develop cost review presentations and present to Supply Chain team members and Executive Management.
Participate in cost reviews with management, internal teams, and supplier representatives.
During NPI phase, the Business Intelligence / Data Analyst will work with Engineering and Marketing teams to model cost feature/trade-offs and estimate fully loaded COGS.
General strategic planning support for the Supply Chain Organization.

PERSONAL AND PROFESSIONAL QUALIFICATIONS:

BS degree in financial or technical field.
5+ years of experience in analytical role at a top tier organization including: strategy consulting (eg - McKinsey, BCG, Bain) , investment banking (Goldman Sachs) or hardware manufacturing (eg - Cisco, Apple, Amazon).
Previous experience in Cost Modeling.
Excellent oral and written communication skills.
Strong analytical skills.
Strong attention to detail.
Mastery of Microsoft Office products (Word, Excel, PowerPoint) and/or corresponding Google Docs.
Ability to develop compelling presentations, including data synthesis.
Ability to work in a fast paced environment.
Ability to work with all levels of the organization.

JUUL LABS PERKS & BENEFITS:

A place to grow your career. We’ll help you set big goals - and exceed them
People. Work with talented, committed and supportive teammates
Equity and performance bonuses. Every employee is a stakeholder in our success
Boundless snacks and drinks
Cell phone subsidy, commuter benefits and discounts on JUUL products
Excellent medical, dental and vision benefits
Location. Work in the heart of San Francisco, one of the world’s greatest cities

Vapor, JUUL, Work Culture, Fast Paced, Start-up, Growth, Vape, Technology, Software, Hardware, Consumer Electronics, Manufacturing, Design, Product, Disruptive, Revolutionary, Cutting Edge, App, Android, eCommerce, B2C, San Francisco, Bay Area, IoT, San Jose, Los Angeles
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",San Francisco,http://www.indeed.com//rc/clk?jk=5b9080267e6f97b9&fccid=6e0a19936820440f&vjs=3
172,"Business Analyst, Merchant Policy",Wish,"San Francisco, CA","Wish is looking for an experienced Business Analyst to support our Merchant Compliance team. The role entails driving business analytics insights to inform customer strategy, logistics framework, automation and enable senior leadership to make effective, analytically driven decisions. The Business Analyst will work cross-functionally with other teams to build models and dashboards to understand trends.

The ideal candidate is passionate about Wish and e-commerce, has a strong analytical and consultative mindset, deep understanding of databases and data visualization, the ability to thrive in a dynamic, fast-paced environment delivering against tight deadlines, and a passion for scaling operations through automation.
What you'll do:
Conduct insightful analysis using internal and external data (e.g. customer, user, revenue, product, market, industry) to derive insights that will drive business decisions
Work effectively with cross-functional teams globally, assimilating requirements, driving results in the form of data insights and building strategic partnerships
Support the Merchant Compliance Team with setting goals/KPIs, key planning, and operational asks
Conceptualize and build centralized tools (including dashboards) that the Merchant Compliance team can use to extract data/insights for daily business management in an automated manner
Who you are:
Bachelor's or Master’s degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Finance or Statistics)
3+ years of work experience in data analytics
Advanced Excel skills and proficiency in SQL
Proficiency in using statistical tools such as R, SAS, SPSS etc.
Working knowledge of data visualization tools such as Tableau, Micro Strategy etc.
General programming skills are a plus",San Francisco,http://www.indeed.com//rc/clk?jk=2ac42401a800fa94&fccid=617690ce838507f3&vjs=3
173,Operations Data Analyst,Cisco Meraki,"San Francisco, CA 94158","Cisco Meraki is searching for an Operations Data Analyst to join our Hardware Engineering Operations team in San Francisco. You will be a key stakeholder of Meraki’s analytics eco-system, responsible for building hardware metrics that drive key decisions for engineering, manufacturing, and logistics. As part of this role, you will develop cross-functional relationships across engineering, support, operations, business operations, and product at Meraki, as well as with our Manufacturing partners, synthesizing requirements and shaping our infrastructure build-out.

Ideal candidates will have strong cross-functional communication skills, analytical mindsets, excellent organizational skills, and thought leadership capabilities in driving engineering and operational analytics.

Responsibilities:

Work closely with vendors to monitor production line health, ensuring consistency and determining opportunities to further optimize production yields and other manufacturing metrics
Define product quality metrics and implement tools and processes to sustain best practices
Build tools to assist in the data collection and automation process
Collaborate with product, engineering, operations, strategy, and support to align tools and reporting across the business

Qualifications:

1-2 years of relevant work experience.
Proficiency in Excel and familiarity in SQL and BI Tools/Databases (e.g. Snowflake, Tableau, Microstrategy)
Proficiency in Google App Script/ Javascript, CSS, HTML
Ability to design intuitive and simple visual representations of data
Exceptional cross-functional communication & relationship-building skills
Ability to take initiative and work autonomously
Strong analytical and critical thinking skills

Bonus Experience:

Familiarity with Salesforce, GP and/or Oracle systems
Knowledge of Manufacturing (ODM/ JDM a plus) and Statistical Process Control (Six Sigma)
Understanding of end-to-end databases architectures

Meraki is based in the Mission Bay area of San Francisco, with beautiful views of the AT&T Ballpark and the Bay beyond. You will have access to an onsite gym, multiple kitchens stocked with high quality snacks, a coffee bar, catered lunches every day, and a generous benefits package.

Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. Cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.",San Francisco,http://www.indeed.com//rc/clk?jk=6881b67d953447a2&fccid=225e8490f1c5921b&vjs=3
