Id,company,description,link,location,search_city,title
146,ThirdLove,"We are looking for an experienced analyst to dive deep into our data, work collaboratively across teams and share insights. You will play a central role in bringing data to the forefront of all decisions and be an important data advisor at the launch of new initiatives. If you are a curious analyst with strong SQL and business acumen we want to hear from you!
THE JOB
Partner with marketing, product and engineering team to understand our customers and ultimately create a better shopping experience
Design dashboards and reports to communicate business trends and opportunities
Work closely with data engineering to validate data and ensure we have data points needed for analysis
Enable self service analytics through BI enhancements
THE QUALIFICATIONS
3+ years of related work experience in analytics
Strong SQL skills
Experience with at least one analytics & visualization tool such as Looker, Tableau, Mode
Highly analytical and quantitative, with strong attention to detail
Ability to communicate complex ideas effectively
Bachelor’s degree in Mathematics, Statistics, Economics, Business or quantitative focused study
Proficiency with website analytics tools like Heap, Mixpanel or Google Analytics a plus
THE PERKS
Comprehensive health benefits
Equity
401k plan
Subsidized lunches and fully stocked kitchen
Wellness benefits including in-office massage visits
Quarterly product allotment - a package of the world’s best bras every 3 months!
ThirdLove® is empowering women to feel comfortable and confident in their everyday lives. We make bras that fit perfectly, feel incredible, and look stellar.

We’re a rapidly growing team (over 200 today and doubling in size this year) based in San Francisco with offices in Chico, CA and Argentina. We’re funded by Tier 1 investors and are disrupting a $100 billion global market. We’re one of the fastest growing consumer brands in the country, and known as ‘the brand to catch Victoria’s Secret’.

Our culture is collaborative, fast-paced, and data-driven with a strong focus on designing beautiful products and creating a seamless user experience. Instead of using standard industry molds, we developed proprietary half-cup sizes based on real women’s measurements and created a Fit Finder® Quiz that removes the hassle in finding the best size. To date, over 9 million women have taken our easy-to-use Fit Finder® Quiz.

Five core values drive all of the work we do:Put customers first. Do things that make our customers happy.Adaptive. Defy standard conventions. Be nimble and embrace change.Curious. Strive to always learn and grow.Engaged. Be Present. Lift others up. Be your best self.Responsible. Gain others’ trust by being respectful, reliable, and accountable.

If you want to impact millions of people each and every day, and you share these values, we’d love to connect.

ThirdLove is an equal opportunity employer and values diversity at the company. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity or expression, sexual orientation, age, genetics, marital status, veteran status, or disability status.",http://www.indeed.com//rc/clk?jk=b50831a325efc9b3&fccid=695c46481d2992ff&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
147,Eaze,"As a Data Analyst at Eaze, you'll report to the Director of Analytics. You'll work with our Lead Data Analyst to understand the needs of the different teams and develop transformative solutions.

Responsibilities:
Generate ideas for exploratory analysis to shape future projects and provide recommendations for actions
Work with internal and external partners to fulfill outstanding needs for analytics
Define key metrics for different members of the organization
Create dashboards and reports to regularly communicate results and monitor key metrics
Help advocate for and teach data driven decision making within the organization

Skills we're looking for:
2+ years previous experience working on analytics and/or data science teams
An ability to model, drive, and analyze growth oriented experiments
A knack for business and how analytics can empower and drive the data-driven decision making process
A passion for analyzing data and working on open ended problems
Demonstrated excellence in Python
Demonstrated excellence in SQL
Strong communication and organizational skills
Self-motivated with the ability to work independently",http://www.indeed.com//rc/clk?jk=4eec4ac5853b6bf1&fccid=2476c0fe461fd7d3&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
148,Skillz Inc.,"About Skillz:
Today, people spend more time playing video games than they do playing all physical sports, and eSports are poised to become bigger than the NFL, NBA, MLB and NHL combined. Skillz provides the technology that powers an eSports industry forecast to exceed as much as $40 billion in revenue by 2020.

As the eSports provider for over 8,000 game developers, Skillz enables any mobile game to be turned into a competitive eSport that can also be broadcast on major streaming sites like Twitch and YouTube. We do this by integrating our unique layer of code directly into a mobile app, which activates our end-to-end tournament administration and other important features like player matching, anti-cheating mechanisms, customer support and a built-in loyalty program. Using our patented technology stack, we’ve already hosted more than 500 million tournaments for 15 million players around the world.

Skillz has raised over $53 million in funding from sources including Telstra, Liberty Global, and the owners of the New England Patriots, Milwaukee Bucks, New York Mets and Sacramento Kings. In our quest to make gaming better for players and developers, we’re looking for savvy, driven and enthusiastic teammates to help us build the future of sports. If you’re excited about defining a multibillion dollar industry, building an awesome product, or working with cutting-edge technology, Skillz just might be for you!

Our Culture:
We are true believers in electronic sports, so don’t be surprised if you see us playing mobile games at our desks or in the kitchen. At Skillz, this type of behavior is encouraged! You can also catch us at our weekly game nights playing anything from Super Mario Kart to Codenames over dinner, while discussing new technologies or brainstorming ideas to improve our business.

Not a “gamer”? Don’t worry about it. Every Skillzian brings a unique perspective to the team, and we bond over plenty of activities that don’t involve games. We’re working to build a truly groundbreaking company, and we want top-notch people to join us in that mission. As the creators and leaders of a new marketplace, we work with a “do whatever it takes” mentality, and frankly, we get the job done!

Our team is comprised of passionate, intelligent and creative individuals who consistently seek out new challenges and knowledge. We embrace out-of-the-box strategies to propel our business forward, and foster a culture where every person’s voice is heard. Our team comes from diverse backgrounds, and our leaders have a strong history of funding and building successful enterprises. If you're up for the challenge, we’d love to meet you.

What you'll do:

Design, develop, and own reporting dashboards used by the entire company every day
Make recommendations for major feature development based on quantitative and qualitative insights
Own product rollout plans and ongoing analysis for our player facing features
Consult with product owners and marketing teams to run impactful A/B tests and multivariate experiments in live game environments
Support and influence various teams as the consumer insights expert through your data findings
Explain trends in player behavior and system performance to the executive team
Perform customer segmentation and profiling analysis
Track customer behaviors and life cycles, such as response, engagement, and churn
Become an expert about our player behavior and contribute to spec work for new features

Your Skillz:

Degree in math, statistics, engineering, computer science, economics or other quantitative field
1+ years experience performing quantitative analysis, preferably for a web, mobile, or other technology company
Experience in B2C industries and an understanding of customer benchmarks
Excellent SQL skills: extensive experience querying large, complex data sets
Background in statistical analysis and familiarity with core statistical functions, including multivariate regression, correlation models, and analysis of variance
Proven ability to turn large amounts of raw data into actionable intelligence
Experience using Tableau is a huge plus

",http://www.indeed.com//rc/clk?jk=ec734be3834f55b0&fccid=ecf539b4f66ba031&vjs=3,"San Francisco, CA",San Francisco,Product Analyst
149,Thumbtack,"Have you ever tried to hire a plumber? How about a house cleaner? If you have, chances are it took you way longer than it should. In the era of instant-everything, it’s crazy that you still have to waste an entire afternoon researching, calling and vetting local service professionals whenever you need one. The market for hiring them is huge — $700B in the US alone — but the process is inefficient and largely offline.

Thumbtack is transforming this experience end-to-end, building a marketplace that matches millions of people with local pros for almost any project. In making these connections, not only do our customers get more done every day, our pros are able to grow their businesses and make a living doing what they’re great at.

------------------------
About the Analytics Team
------------------------

Thumbtack’s Analytics team is a tight-knit group charged with empowering Thumbtack to use data to guide decisions. We collaborate with teams across the company on a wide variety of impactful projects; everything from exploring click-level data on user experiences to evaluating the impact of a new business model on company performance. This role is about so much more than creating dashboards - it’s telling the story of our business in a way that inspires action.

--------------
About the Role
--------------

As a Product Analyst, you’ll be expected to quickly build technical and content expertise while working across a variety of high-impact projects. A Product Analyst typically embeds directly with a partner team to help launch a new feature or transform an aspect of our marketplace. At the same time you’ll be expected to contribute to our broader team and company data culture by sharing your learnings, partnering with others and building new capabilities for how we can use data to guide decisions.

----------------
Responsibilities
----------------


Partner with product, growth, marketing and operations teams to conduct in-depth quantitative analyses that guide strategic decisions
Make recommendations based on detailed analysis and a deep understanding of our business
Build and maintain reports, models, and visualizations which provide insight into users experiences and business performance
Contribute to our team and company data culture through peer collaboration, training, coaching and more

------------------------
Must-Have Qualifications
------------------------


BA/BS degree, preferably in Economics, Math, Statistics, or Computer Science
5+ years of product analytics experience
Experience working in quantitative or analytical role, preferably in technology or consulting
Proficiency using SQL to query large data sets
Sharp business judgement and the ability to see past the noise
Strong communicator, attentive listener and compelling explainer

---------------------------
Nice-to-Have Qualifications
---------------------------


Experience with R or Python
Experience with d3.js or web development
Experience in Statistics, Experiment Analysis and Modeling / Machine Learning

-------------
More About Us
-------------

Thumbtack is a local services marketplace that connects customers who need to get things done with local, skilled professionals who can help. From plumbers and painters to DJs and personal trainers, Thumbtack helps millions of customers find the right professional for their project in 1,000 unique categories. Founded in 2009 and headquartered in San Francisco, Thumbtack is backed by over $250 million in investment from Sequoia Capital, CapitalG, Tiger Global Management, Javelin Investment Partners and Baillie Gifford.


Learn more about our culture, benefits, and perks ( http://thumbtack.com/jobs )
Follow Thumbtack on LinkedIn ( https://www.linkedin.com/company/thumbtack-inc. )

Thumbtack embraces diversity. We are proud to be an equal opportunity workplace and do not discriminate on the basis of sex, race, color, age, sexual orientation, gender identity, religion, national origin, citizenship, marital status, veteran status, or disability status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",http://www.indeed.com//rc/clk?jk=1b3481dd121ae3a0&fccid=7a4ceaf20cd03b82&vjs=3,"San Francisco, CA",San Francisco,Product Analyst
150,Wickr,"Wickr is transforming the way companies and organizations communicate and secure valuable, high-target communications. Our private ephemeral collaboration tools empower teams, enterprises and end-users to ensure that no sensitive conversation remains accessible beyond its useful life and intended audience. Wickr is founded on a strong belief that privacy is a universal human right that fuels global innovation and economic growth and empowers democracy. We build state-of-the-art technology and tools to safeguard the integrity and security of personal and business data with greater efficacy than any other solution in the market.

Do you get excited about big data, linking and visualizing information to meet a company’s business objectives? Are you passionate about metrics and how this translates into a company’s strategic business decisions? If so, you may be a good fit for Wickr’s summer Business Analyst Internship. This is an exciting opportunity for someone to gain valuable experience where they can make an impact for an organization dedicated to building a private communications platform.

This position will work cross-functionally to deliver value across the entire organization with a focus on business related projects. Wickr is looking for a self-starter to support the Finance, Customer Success, Marketing and Engineering teams in amplifying the company’s metrics who can execute against ambitious business goals.

Responsibilities:

Manage complex data sets and analyze business needs to develop business plans and metrics to make recommendations that drive strategic decisions
Based on data, identify root drivers of customer behavior and help bring scalable and meaningful product improvements to our customers
Develop dashboards to empower team members with information
Construct statistical and financial models to forecast business performance
Use creative analysis skills to develop insights into complex questions
Define the metrics required to measure business performance
Develop future business plan recommendations based on potential risks and returns
Identify cutting-edge analytical tools, models, and methods for making key business decisions
Work with finance, customer success, marketing and technical teams across the organization to identify opportunities, develop business cases and drive measurements of actions to continuously improve on the inputs and ultimately the outputs of the business
Work with business intelligence tools, and be comfortable accessing and working with data from multiple sources, and passionately partner with the business to identify strategic opportunities and deliver results

Qualifications:

3rd or 4th year student enrolled in a bachelor’s or master’s program
Advanced Excel user
Programming and/or data visualization software experience and basic Python and/or SQL knowledge or a strong desire to learn
Analytical and quantitative skills
Experience using databases with a large-scale data sets
Experience gathering requirements, formulating the right data models and access tools when building comprehensive data decks
Ability to use hard data and metrics to back up assumptions and concepts
Excellent verbal and written communication skills

Preferred Majors: Business, Mathematics, Engineering, Statistics, Computer Science, Information Technology, or similar field",http://www.indeed.com//rc/clk?jk=c84a54d75e8a44c2&fccid=5fd1e40df9335b55&vjs=3,"San Francisco, CA",San Francisco,Business Analyst Intern
151,Bento for Business,"THE OPPORTUNITY

Be part of our growing B2B financial services firm and our fun and human-centered culture. Bento for Business is the first comprehensive financial services platform built just for Small Businesses. Thousands of business owners use the Bento Business Prepaid Debit Mastercard® to make it easier to control employee spending and manage expenses. By using our unique controls and tools, SMBs can save thousands of dollars a month and hours of administrative work, allowing them to focus on their business or their families.

We're looking for someone with focus, curiosity, and energy to launch our business intelligence team at Bento. As our Marketing Analyst you will work with our experienced marketing team to compile and analyze relevant data to grow our business. Your work will be leveraged by the whole team to optimize marketing acquisition and operations.

Our business is growing rapidly. We genuinely care about our customers and are dedicated to providing them the best possible product and experience at each and every touchpoint. As our Marketing Analyst you will not only help share and refine our metrics, you will help grow our business by applying business insights to enhance our customer experience. This is a rare opportunity for an outstanding individual to have an impact on the next big thing in payments and financial services.

WHO SHOULD APPLY

This opportunity is a good fit if you have enough experience to take our data-driven marketing program to the next level, and if you are articulate, persuasive, and tech savvy. As our Marketing Analyst you will feed actionable insights to the team in order to report and optimize all the data coming in from various sources including SQL databases, Google Analytics, ad platforms (Google, Bing), A/B testing, and others. We need your help enhancing our digital marketing strategy and improving performance throughout the lead generation and customer acquisition funnel. And yes, in a sea of data the prize goes to the person who has an opinion, who can make a clear business case.

WHAT YOU'LL DO


Support markeing team in investigation, analysis, documentation and reporting on key business drivers of the inbound digital program and outbound sales and direct response programs
Utilize information from multiple internal and external sources to provide data and analytical support for annual business plans and global/regional marketing & sales initiatives
Provide information and insights regarding customers, customer behavior, markets, competitors, and campaign effectiveness to measure performance and support business decisions
Lead efforts in compiling and validating internal and external sales and marketing data for use in projects to Marketing and Sales
Work with key internal clients on a frequent basis to identify opportunities for analytics of SEO, SEM, Display, Email, PR, Direct Marketing, Sales, and Affiliates
Work closely to manage suppliers in the data acquisition phase of each project. Set up automated data reporting
Assists in preparing final project deliverables, including creating PowerPoint decks and spreadsheet tools

QUALIFICATIONS


1+ years of SQL experience and a willingness to learn
1-3 years work experience in digital marketing and/or data analysis
Familiarity with statistical methodologies
Familiarity with data visualization tools and concepts
Demonstrated ability to creatively develop analytic solutions given our business model
Willingness and patience to gather and organize ""non-standard"" or unstructured data
Proficiency in MS Excel and PowerPoint
Extra points for a Statistics and Mathematics background

REQUIRED SKILLS & COMPETENCIES


Ability to multi-task and be hands-on in a fast-paced environment
Coachable with a willingness to learn
Organized with a keen eye and attention for detail
Strong work ethic and problem solving skills
Excellent written and oral communication skills
Big plus: Experience in financial services, payments, processing (prepaid, debit, credit)
Big plus: Experience with products/services for small and medium businesses

ABOUT BENTO

We have a responsibility-based culture with flexible working hours, comprehensive medical & dental benefits, commuter & FSA benefits, equity participation, unlimited vacation and most of all, the opportunity to make a huge impact in a venture with huge potential. Our office in SOMA is conveniently located near public transportation. Come join us!

Bento for Business is an Equal Opportunity Employer.",http://www.indeed.com//rc/clk?jk=baac63bac97e2bd4&fccid=d0575d67fdcb26ad&vjs=3,"San Francisco, CA",San Francisco,Marketing Analyst
152,Instacart,"Instacart is building the best way for people anywhere in the world to shop for groceries. Since Instacart started in 2012, we’ve launched same-day delivery in 200 US markets. We are laser focused on delivering groceries from your favorite stores right to your door. We now cover over 60% of US households and aim to have 80% coverage by the end 2018—that's 90 million households!

From a technology point of view, the platform is complex, rapidly scaling and processing millions of transactions in real-time all of the time. Our technology coupled with operational expertise enables Instacart to deliver fresh groceries in as little as an hour. This is a difficult problem to master and we are making it happen. Every day, we solve incredibly hard problems to create an experience for our customers that is absolutely magical.

--------------------
What You'll Be Doing
--------------------

As a Catalog team member, you will be the data backbone and project management link supporting Instacart’s partner and operational priorities. You will be the primary technical point of contact with numerous retailer partners across the country. Working at the edge of expansion -- supporting and refining existing operations -- you will own the launching of new partners and markets.

You are the perfect mix of analytical, technical, and operational: pulling, sanitizing, and analyzing data; applying critical thinking to make recommendations; and informing major catalog and operations decisions. Catalog team members work cross-functionally with our world-class Engineering, Business Development, and Operations teams.

You will be an expert on Instacart’s data processing systems and act as a resource for other team members across the nation in the diagnosis, planning, and execution of data catalog projects.

----------------------------
What You Should Already Have
----------------------------


2-4 years work experience in a relevant field with demonstrated cross-functional and collaborative project or team management experience
Polished communication skills and comfort working with internal and external stakeholders including major retailers and CPG companies
Proficient in SQL, advanced Excel, and/or other data visualization tools to deep dive into data, identify and quantify opportunities, and design sustainable improvements and solutions
Proven track record of designing and implementing process improvement projects from start to finish in a resource-constrained environment
A strong analytical skill set, comfortable manipulating large data sets and an understanding of databases and data integrity principles
Proven success working in teams
A self-starter with the ability to quickly respond to problems independently
A strong sense of ownership in your work

--------------------------
What We'll Set You Up With
--------------------------


Talented and collaborative coworkers who will both push and support you
Market competitive salary, equity
Medical, dental, vision benefits and 401(k) retirement plan
Take what you need vacation (and we really mean it)
16 weeks maternity leave / 8 weeks paternity leave so you can truly bond with your child
Free lunch and dinner in the office; fully stocked kitchen and snack pantry
Complimentary Instacart Express membership

",http://www.indeed.com//rc/clk?jk=00c9287c721de503&fccid=a06a9e27d7a0ff03&vjs=3,"San Francisco, CA",San Francisco,"Junior Analyst, Catalog Management"
153,Nexmo,"Now a part of Vonage, Nexmo is the emerging global leader in the $100B+ cloud communications platform (CPaaS) market. Customers like Airbnb, Viber, WhatsApp, Snapchat, and many other brands use our APIs and SDKs to provide great communications experiences for their customers everywhere in the world.

The Payments & Fraud Analyst is key in defining and upholding anti-fraud policy, ensuring the profitability of company. The duties of the role include analysis and implementation of initiatives to detect and prevent fraudulent transactions and behaviours, communicating these effectively with other areas of the business, minimizing losses, and pro-actively contributing to the identification of improvements and technologies that should be used in preventing these problems up front.

What You Will Be Great At:
Report, challenge and update chargebacks & payment reversals raised by fraudulent customers

Identify and monitor sources of fraud across a range of products

Monitor new accounts for fraudulent behaviour

Build and run reports and analytics linked to fraud

Liaise with internal teams to help set appropriate spend thresholds for customers

Produce fraud risk reviews and mitigation plans, and steer the implementation of these plans

Conduct in-depth research to validate and report findings

Align with technical stakeholders to understand current and future capabilities

Investigate cases of actual or suspected fraud and noncompliance

Support the Operations Manager in the development of fraud prevention initiatives, in collaboration with other functional stakeholders

Support the local Carrier team in upholding standards and requirements with local knowledge

Support the Finance team with ad hoc tasks related to payments & fraud reporting

What You Must Have Experience In:
Educated to degree level

Preferably knowledgeable in anti-fraud techniques and associated practices (AML, KYC)

Preferably experienced in high-volume transaction industries (finance, business services etc.)

A naturally analytical mind, centred around numbers and data

Excellent communication skills in written and verbal forms

Experience working remotely

Highly numerate

Highly organised

Highly technically literate

Excellent attention to detail, and able to juggle multiple tasks in a regularly changing environment

Comfortable in a fast-paced, global & multi-cultural environment

Experienced Excel user (data analytics, data mining and business intelligence tools nice to have)

Nexmo, the Vonage API Platform... Who are we?
Nexmo, the Vonage API Platform, provides tools for voice, messaging and phone verification, allowing developers to embed programmable communications into mobile apps, websites and business systems. Nexmo enables enterprises to reimagine their digital customer experiences by providing them with the tools they need to easily communicate information to customers in real-time through text messaging, chat, social media and voice.
Industry leaders including Snapchat, Zalora, Uber, Telegram, Lazada, KLM, GrabTaxi, Airbnb, Alibaba and Daimler send millions of messages per month using Nexmo APIs.
Founded in 2010, Nexmo is now the Vonage API Platform and remains a fast growing startup, with over 280 people employed across our San Francisco, London, Singapore and Hong Kong locations.

Why Nexmo… Our values!
Being disruptive, getting things done, and working with passion and integrity are the values that matter at Nexmo. We are on a mission to enable simplified communications between enterprises and their customers by empowering our employees. We strive for passion and integrity, both personally and professionally.

We have achieved significant growth by hiring exceptional people. We have big goals, and we want the people who join us to be self confident, focused on customers and delivery, and who are structured and committed in their approach. We value those who will help us continue this spirit. If this appeals to you then we encourage you to apply.",http://www.indeed.com//rc/clk?jk=9ba6ca9200e81b6c&fccid=14e11d44d09065fc&vjs=3,"San Francisco, CA",San Francisco,Payments & Fraud Analyst
154,JUUL Labs,"THE COMPANY:
JUUL's mission is to improve the lives of the world’s one billion adult smokers by driving innovation to eliminate cigarettes. JUUL is the number one US-based vapor product. Headquartered in San Francisco and backed by leading technology investors including Tiger Global, Fidelity Investments and Tao Invest LLC, JUUL Labs is disrupting one of the world’s largest and oldest industries.

We’re an exceptional team with backgrounds in technology, healthcare, CPG and biotech, and we’re growing rapidly to deliver on our mission. We’re actively looking to hire the world’s best scientists, engineers, designers, product managers, supply chain experts, customer service and business professionals.

ROLE AND RESPONSIBILITIES:
Looking for local San Francisco Bay Area applicants.

We are looking for a Data Analyst to turn data into information, then information into insight and
observations, with the goal for our business unit to review the pattern of these observations and use
this information when making business decisions. The candidates need to be very curious , who
enjoy diving deep into the material to find observations into a yet unknown question. They need to
have a natural desire to go beneath the surface of a problem. They need to be thinkers who can ask
the right (business) questions. We’ll ask this data analyst to collect and study data to reveal ways to
improve our business, or databases. The data would involve almost surveys, marketing, sales,
research or resources databases. This position involves problem-solving, mathematics, computer
skills and studying sets of both unstructured and structured data.

We will supply the data analyst with data sets, a scenario or problem, and the analyst must regularly
pour through data and make observations. The analyst will analyze information from various sources
that might help us better understand our situation and then study the information to uncover patterns
and outliers. They must be able to identify and interpret patterns and trends, assess data quality and
eliminate irrelevant data.

The data analyst communicates the results of their analysis as a comprehensive report to company
decision makers. He/She designs the report and includes tools that can help those involved easily
digest the data, such as statistics, graphs, images and lists. He/She wouild distribute the report via a
face-to- face meeting presentation to SME.

The data analyst could provide database design services (nice to have, not need to have). They also
collect data using a variety of methods, such as data mining and hardcopy or electronic
documentation, to improve or expand databases. Additionally, the data analyst should be able to
make recommendations about the methods used to collect, analyze and manage data to improve
data quality and the efficiency of our systems.


Interpret data, analyze results using statistical techniques and provide ongoing reports
Implement strategies that optimize statistical efficiency and data quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and observe trends or patterns in structured and unstructured data sets
Filter, “clean” and “normalize” data
Work closely with management to prioritize business and information needs
Locate and define new opportunities for process improvement

PERSONAL AND PROFESSIONAL QUALIFICATIONS:
Education: BS in Mathematics, Economics, Computer Science, Information Management or Statistics; MS preferred.


5+ working experience as a data analyst with experience with clinical trials
Technical expertise regarding data models, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (SAS, Viseo, Tableau, Qlickview) and

programming (JSON, Javascript, or Python)

Knowledge of statistics and experience using statistical packages for analyzing large datasets

(Database Logic/SQL)

Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Good verbal communication skills. Strong written and verbal communication skills
Ability to work in a fast-paced environment
Basic understanding of how a business and strategy work
Ability to work autonomously

JUUL LABS PERKS & BENEFITS:

A place to grow your career. We’ll help you set big goals - and exceed them
People. Work with talented, committed and supportive teammates
Equity and performance bonuses. Every employee is a stakeholder in our success
Boundless snacks and drinks
Cell phone subsidy, commuter benefits and discounts on JUUL products
Excellent medical, dental and vision benefits
Location. Work in the heart of San Francisco, one of the world’s greatest cities

Vapor, JUUL, Work Culture, Fast Paced, Start-up, Growth, Vape, Technology, Software, Hardware, Consumer Electronics, Manufacturing, Design, Product, Disruptive, Revolutionary, Cutting Edge, App, Android, eCommerce, B2C, San Francisco, Bay Area, IoT, San Jose, Los Angeles
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",http://www.indeed.com//rc/clk?jk=afe1a63a571fba12&fccid=6e0a19936820440f&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
155,BrightBytes,"About BrightBytes

BrightBytes, the leading end-to-end data management solution for education organizations, provides educators with the power to turn big data into big benefits for students. With the data integration platform, DataSense™, BrightBytes enables educators to cleanse, integrate, and bi-directionally manage complex data from multiple systems. The decision support platform, Clarity®, then analyzes and organizes meaningful data across research-based frameworks to deliver visualized, actionable information that drives student learning.

BrightBytes has assembled a team of over 100 Ivy-League data scientists, creative engineers, world-class researchers and inspirational education leaders. We hire mission-driven individuals who are eager to apply their educational expertise in a fast-paced, fun, entrepreneurial environment that delivers the tools that educators need to improve children's lives.

Job Description

We’re seeking a Junior Data Analyst to help the BrightBytes Data Operations team scale our impactful education solutions, providing critical insights to districts across the country. We’re looking for someone with strong analytical skills, who wants to put data into action by helping school districts make better informed decisions. You’ll be working directly with our district customers and data research partners to bring our SIS data powered modules into districts, schools, and classrooms. For you, managing mountains of potentially messy data sounds like a fun way to spend the afternoon -- and wrapping it up in a beautiful, statistically significant bow? All the better.

Here’s what you’d do:
Explore new data sets

Investigate school district raw data and formulate questions to enhance data quality and completeness

Write queries to transform raw data into fantastically clean, normalized datasets

Work with school district technical teams to improve data quality and address inconsistencies, gaps and other issues

Research and acquire publicly available data to supplement what is available from district student information systems

Run, evaluate and extend data quality reporting tools and procedures

Create customer-facing materials to help with data verification steps

Train and score statistical models that drive our dashboard

Research and prepare publicly available data sets to support features of additional BrightBytes modules

Generate ad-hoc reports for customers

Analyze internal data and prepare results to be used in marketing, white papers, and customer communications

Here’s what we’re looking for:
Detail-oriented and extremely thorough: you take pleasure in ferreting out the smallest inconsistencies and making sure things always add up.

Data savvy : you have a background in statistics and you feel confident navigating and analyzing large data sets. You’re also comfortable with database design, relational database terminology and can write advanced SQL queries.

Strong problem solver : you live for the thrill of the chase. Naturally curious, you can’t help but dig deeper and get to the root cause of an issue.

Clear communicator : you get your point across with the fewest most impactful words. Talking to customers, you know how and when to simplify complex technical issues vs. get into the nitty gritty.

Collaborative : you thrive working with others to get the job done, and you bring an attitude that helps lighten the load for everyone.

Technical aptitude and interest : you’re extremely comfortable navigating new systems and are excited to learn new tools that help you get the job done quickly and efficiently.

Mission Driven : you care deeply about improving the state of US education and fulfilling the BrightBytes mission of improving the way the world learns.

And here are the requirements:
1+ years of relevant work experience that includes quantitative analysis and client-facing work.

Bachelor’s degree in Economics/Statistics/Business or another quantitative field.

Strong desire to work in the education sector.

Experience with SQL is a must, exposure to other statistical languages (R, Stata, SAS) is a plus.

Available to start on or before June 1.",http://www.indeed.com//rc/clk?jk=ff5895f80dfdaa58&fccid=c3af98866ad12ffd&vjs=3,"San Francisco, CA 94103",San Francisco,Jr. Data Analyst
156,Slalom Consulting,"Analyst (Information Management & Analytics)
Slalom is looking for a self-driven individual with a “get it done” mentality, who has a passion for helping organizations solve complex business and technology problems. The individual in this role will participate in the Analyst Program at Slalom that will serve as the foundation for a career in technology or management consulting. This year-long development program provides the opportunity to sharpen analytical and business skills while working as a part of a team committed to creating amazing outcomes for their clients. This role will play an integral part in client/project teams and ensure the timely completion of tasks, with guided expansion of discipline breadth and depth.
Who are you? You’re a smart, collaborative person who is stoked about technology and driven to get things done You’re not afraid to be bring your authentic self to work You are passionate about analyzing large, complex data sets and converting them into the insights that drive business decisions at all levels of the organization
What technologies will you be using?
Everything! It’s about using the right technologies to solve problems and playing with new technologies to figure out how to apply them intelligently. We work with technologies across the board.
Why do we work here?
Each of us came to Slalom because we wanted something different. We wanted to make a difference, we wanted autonomy to own and drive our future while working with some of the best companies in San Francisco leveraging the coolest technologies. At Slalom, we found our people.
What does our recruitment process look like?
Our process is highly personalized. Some candidates complete their process in one week, others can take several weeks or even months. Deciding to take a new job is a big decision, so regardless how long or short the process may be for you, the most important thing is that you find your dream job.
Responsibilities: Gather business and functional requirements for analytical needs of different business units Design, implement and test scalable data solutions Leverage tools like Tableau, SQL, Python, Hive, Redshift to deliver core KPIs, reporting and forecasts Interpret results using a variety of techniques, ranging from simple exploratory data analysis to statistical modeling Build relationships with client stakeholders Independently complete required tasks with adequate direction Provide clear and concise documentation and communication with the project team, client, and leaders Participate in internal Slalom events or initiatives
Required Qualifications: MS/BS degree in computer science, statistics, math, economics, or a similar analytical field 1-3 years of experience working with large data sets to facilitate business decisions Excellent written and oral communication skills with the ability to clearly define project goals, schedules and assignments Confident with learning new tools, technologies, and methodologies Strong interpersonal skills and ability to work in a team environment Experience with SQL, R, Python, or another statistical package Understanding of key metrics and ability to create reports/dashboards using Tableau or similar toolPlease Note: We Are Not Able To Sponsor Applicant's Employment Visas For This Role At The Present Time.",http://www.indeed.com//rc/clk?jk=21ca346655af29fb&fccid=a321096b9f1b3c50&vjs=3,"San Francisco, CA 94105",San Francisco,"Analyst, Information Management & Analytics"
